,region,code,full_indicator_name,year,value
4025,Sub-Saharan Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1987,39.589659999999995
4026,Sub-Saharan Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1987,50.2653461477008
4027,Sub-Saharan Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1987,
4028,Sub-Saharan Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1987,
4029,Sub-Saharan Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1987,
4030,Sub-Saharan Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1987,
4031,Sub-Saharan Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1987,
4032,Arab World,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4033,Arab World,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,
4034,Arab World,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4035,Arab World,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4036,Arab World,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4037,Arab World,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,38.87402
4038,Arab World,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,49.05990530675611
4039,Arab World,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4040,Arab World,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4041,Arab World,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4042,Arab World,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4043,Arab World,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4044,Caribbean small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4045,Caribbean small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,
4046,Caribbean small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4047,Caribbean small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,38.376701354980504
4048,Caribbean small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4049,Caribbean small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,
4050,Caribbean small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,50.414007747129496
4051,Caribbean small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4052,Caribbean small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4053,Caribbean small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4054,Caribbean small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4055,Caribbean small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4056,East Asia & Pacific,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4057,East Asia & Pacific,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,
4058,East Asia & Pacific,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4059,East Asia & Pacific,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4060,East Asia & Pacific,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4061,East Asia & Pacific,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,73.98181
4062,East Asia & Pacific,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,49.2552966946465
4063,East Asia & Pacific,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4064,East Asia & Pacific,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4065,East Asia & Pacific,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4066,East Asia & Pacific,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4067,East Asia & Pacific,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4068,Euro area,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4069,Euro area,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,7098434025087.24
4070,Euro area,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4071,Euro area,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,26.836980819702102
4072,Euro area,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4073,Euro area,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,96.59552
4074,Euro area,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,51.342918860862895
4075,Euro area,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4076,Euro area,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4077,Euro area,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4078,Euro area,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4079,Euro area,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4080,Europe & Central Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4081,Europe & Central Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,10911050410355.4
4082,Europe & Central Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4083,Europe & Central Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4084,Europe & Central Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4085,Europe & Central Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,95.4031
4086,Europe & Central Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,51.73585897802171
4087,Europe & Central Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4088,Europe & Central Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4089,Europe & Central Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4090,Europe & Central Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4091,Europe & Central Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4092,European Union,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4093,European Union,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,9292913502676.52
4094,European Union,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4095,European Union,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,27.0648708343506
4096,European Union,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4097,European Union,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,97.09228
4098,European Union,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,51.296113181712506
4099,European Union,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4100,European Union,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4101,European Union,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4102,European Union,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4103,European Union,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4104,Latin America & Caribbean,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4105,Latin America & Caribbean,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,2234254170617.84
4106,Latin America & Caribbean,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4107,Latin America & Caribbean,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4108,Latin America & Caribbean,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4109,Latin America & Caribbean,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,82.27019
4110,Latin America & Caribbean,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,50.2970952843964
4111,Latin America & Caribbean,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4112,Latin America & Caribbean,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4113,Latin America & Caribbean,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4114,Latin America & Caribbean,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4115,Latin America & Caribbean,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4116,Middle East & North Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4117,Middle East & North Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,
4118,Middle East & North Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4119,Middle East & North Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4120,Middle East & North Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4121,Middle East & North Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,41.44273
4122,Middle East & North Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,48.9776815223318
4123,Middle East & North Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4124,Middle East & North Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4125,Middle East & North Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4126,Middle East & North Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4127,Middle East & North Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4128,North America,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4129,North America,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,8027307232100.16
4130,North America,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4131,North America,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4132,North America,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4133,North America,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,
4134,North America,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,50.9325662064334
4135,North America,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4136,North America,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4137,North America,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4138,North America,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4139,North America,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4140,Pacific island small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4141,Pacific island small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,
4142,Pacific island small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4143,Pacific island small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4144,Pacific island small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4145,Pacific island small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,
4146,Pacific island small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,48.944074885948496
4147,Pacific island small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4148,Pacific island small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4149,Pacific island small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4150,Pacific island small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4151,Pacific island small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4152,South Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4153,South Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,504902211730.846
4154,South Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4155,South Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4156,South Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4157,South Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,29.91
4158,South Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,48.3483867973209
4159,South Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4160,South Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4161,South Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4162,South Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4163,South Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4164,Sub-Saharan Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1988,
4165,Sub-Saharan Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1988,442660576999.997
4166,Sub-Saharan Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1988,
4167,Sub-Saharan Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1988,
4168,Sub-Saharan Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1988,
4169,Sub-Saharan Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1988,40.2996
4170,Sub-Saharan Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1988,50.2687496511955
4171,Sub-Saharan Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1988,
4172,Sub-Saharan Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1988,
4173,Sub-Saharan Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1988,
4174,Sub-Saharan Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1988,
4175,Sub-Saharan Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1988,
4176,Arab World,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1989,
4177,Arab World,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1989,
4178,Arab World,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1989,
4179,Arab World,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1989,
4180,Arab World,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1989,
4181,Arab World,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1989,39.903220000000005
4182,Arab World,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1989,49.0254446385596
4183,Arab World,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1989,
4184,Arab World,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1989,
4185,Arab World,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1989,
4186,Arab World,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1989,
4187,Arab World,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1989,
4188,Caribbean small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1989,
4189,Caribbean small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1989,
4190,Caribbean small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1989,
4191,Caribbean small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1989,37.999320983886705
4192,Caribbean small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1989,
4193,Caribbean small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1989,
4194,Caribbean small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1989,50.4614016858544
4195,Caribbean small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1989,
4196,Caribbean small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1989,
4197,Caribbean small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1989,
4198,Caribbean small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1989,
4199,Caribbean small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1989,
4200,East Asia & Pacific,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1989,
4201,East Asia & Pacific,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1989,
4202,East Asia & Pacific,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1989,
4203,East Asia & Pacific,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1989,
4204,East Asia & Pacific,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1989,
4205,East Asia & Pacific,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1989,74.81886999999999
4206,East Asia & Pacific,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1989,49.251797996457604
4207,East Asia & Pacific,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1989,
4208,East Asia & Pacific,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1989,
4209,East Asia & Pacific,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1989,
4210,East Asia & Pacific,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1989,
4211,East Asia & Pacific,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1989,
4212,Euro area,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1989,
4213,Euro area,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1989,7374762606970.92
4214,Euro area,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1989,
4215,Euro area,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1989,
4216,Euro area,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1989,
4217,Euro area,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1989,96.6785
4218,Euro area,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1989,51.3248572814494
4219,Euro area,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1989,
4220,Euro area,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1989,
4221,Euro area,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1989,
4222,Euro area,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1989,
4223,Euro area,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1989,
4224,Europe & Central Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1989,
4225,Europe & Central Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1989,11253178148726.5
4226,Europe & Central Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1989,
4227,Europe & Central Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1989,
4228,Europe & Central Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1989,
4229,Europe & Central Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1989,95.4783
4230,Europe & Central Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1989,51.7103042146721
4231,Europe & Central Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1989,
4232,Europe & Central Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1989,
4233,Europe & Central Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1989,
4234,Europe & Central Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1989,
4235,Europe & Central Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1989,
4236,European Union,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1989,
4237,European Union,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1989,9602731716584.47
4238,European Union,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1989,
4239,European Union,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1989,
4240,European Union,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1989,
4241,European Union,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1989,97.16578
4242,European Union,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1989,51.286786714418895
4243,European Union,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1989,
4244,European Union,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1989,
4245,European Union,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1989,
4246,European Union,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1989,
4247,European Union,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1989,
4248,Latin America & Caribbean,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1989,
4249,Latin America & Caribbean,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1989,2367629816605.8
4250,Latin America & Caribbean,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1989,
4251,Latin America & Caribbean,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1989,
4252,Latin America & Caribbean,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1989,
4253,Latin America & Caribbean,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1989,82.82075999999999
4254,Latin America & Caribbean,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1989,50.3119943101563
4255,Latin America & Caribbean,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1989,
4256,Latin America & Caribbean,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1989,
4257,Latin America & Caribbean,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1989,
4258,Latin America & Caribbean,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1989,
4259,Latin America & Caribbean,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1989,
4260,Middle East & North Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1989,
4261,Middle East & North Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1989,
4262,Middle East & North Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1989,
4263,Middle East & North Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1989,
4264,Middle East & North Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1989,
4265,Middle East & North Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1989,42.68441
4266,Middle East & North Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1989,48.9497847285142
